Time Series of Monthly Average Price for Calves,,,,,
,,,,,
Date,Price ($/cwt),,,,
March 1988,93.50,,,,
April 1988,93.20,,,,
May 1988,93.40,,,,
June 1988,84.90,,,,
July 1988,87.70,,,,
August 1988,91.00,,,,
September 1988,89.50,,,,
October 1988,87.80,,,,
November 1988,87.80,,,,
December 1988,88.60,,,,
January 1989,92.80,,,,
February 1989,95.90,,,,
March 1989,94.00,,,,
April 1989,90.40,,,,
May 1989,91.10,,,,
June 1989,94.10,,,,
July 1989,94.60,,,,
August 1989,94.20,,,,
September 1989,91.10,,,,
October 1989,88.10,,,,
November 1989,86.70,,,,
December 1989,89.10,,,,
January 1990,90.80,,,,
February 1990,95.80,,,,
March 1990,98.80,,,,
April 1990,100.00,,,,
May 1990,101.00,,,,
June 1990,98.10,,,,
July 1990,95.90,,,,
August 1990,98.90,,,,
September 1990,95.40,,,,
October 1990,92.80,,,,
November 1990,93.80,,,,
December 1990,96.80,,,,
January 1991,98.00,,,,
February 1991,104.00,,,,
March 1991,106.00,,,,
April 1991,109.00,,,,
May 1991,107.00,,,,
June 1991,106.00,,,,
July 1991,103.00,,,,
August 1991,98.30,,,,
September 1991,96.20,,,,
October 1991,93.90,,,,
November 1991,90.20,,,,
December 1991,87.60,,,,
January 1992,88.30,,,,
February 1992,92.80,,,,
March 1992,94.10,,,,
April 1992,91.90,,,,
May 1992,89.60,,,,
June 1992,88.50,,,,
July 1992,90.10,,,,
August 1992,90.40,,,,
September 1992,87.40,,,,
October 1992,86.00,,,,
November 1992,86.50,,,,
December 1992,87.00,,,,
January 1993,93.20,,,,
February 1993,93.90,,,,
March 1993,98.20,,,,
April 1993,99.80,,,,
May 1993,100.00,,,,
June 1993,99.00,,,,
July 1993,96.90,,,,
August 1993,95.10,,,,
September 1993,93.30,,,,
October 1993,93.80,,,,
November 1993,91.50,,,,
December 1993,92.60,,,,
January 1994,94.00,,,,
February 1994,94.90,,,,
March 1994,97.60,,,,
April 1994,95.80,,,,
May 1994,89.40,,,,
June 1994,84.80,,,,
July 1994,83.80,,,,
August 1994,84.40,,,,
September 1994,80.00,,,,
October 1994,78.20,,,,
November 1994,81.00,,,,
December 1994,81.90,,,,
January 1995,85.00,,,,
February 1995,86.90,,,,
March 1995,84.40,,,,
April 1995,81.80,,,,
May 1995,77.00,,,,
June 1995,77.10,,,,
July 1995,72.30,,,,
August 1995,70.80,,,,
September 1995,68.50,,,,
October 1995,66.20,,,,
November 1995,64.00,,,,
December 1995,63.30,,,,
January 1996,61.80,,,,
February 1996,60.20,,,,
March 1996,59.90,,,,
April 1996,55.10,,,,
May 1996,54.40,,,,
June 1996,55.10,,,,
July 1996,56.80,,,,
August 1996,59.30,,,,
September 1996,61.00,,,,
October 1996,60.10,,,,
November 1996,61.20,,,,
December 1996,61.80,,,,
January 1997,68.10,,,,
February 1997,74.90,,,,
March 1997,80.00,,,,
April 1997,82.20,,,,
May 1997,84.30,,,,
June 1997,85.40,,,,
July 1997,86.90,,,,
August 1997,88.00,,,,
September 1997,86.90,,,,
October 1997,84.30,,,,
November 1997,82.90,,,,
December 1997,83.30,,,,
January 1998,86.60,,,,
February 1998,88.70,,,,
March 1998,89.80,,,,
April 1998,90.80,,,,
May 1998,88.90,,,,
June 1998,81.70,,,,
July 1998,76.60,,,,
August 1998,76.90,,,,
September 1998,74.10,,,,
October 1998,75.70,,,,
November 1998,77.50,,,,
December 1998,80.20,,,,
January 1999,83.20,,,,
February 1999,86.90,,,,
March 1999,87.30,,,,
April 1999,88.20,,,,
May 1999,87.60,,,,
June 1999,89.00,,,,
July 1999,89.20,,,,
August 1999,89.60,,,,
September 1999,90.90,,,,
October 1999,91.90,,,,
November 1999,93.00,,,,
December 1999,98.60,,,,
January 2000,102.00,,,,
February 2000,105.00,,,,
March 2000,109.00,,,,
April 2000,111.00,,,,
May 2000,107.00,,,,
June 2000,104.00,,,,
July 2000,106.00,,,,
August 2000,106.00,,,,
September 2000,103.00,,,,
October 2000,102.00,,,,
November 2000,106.00,,,,
December 2000,106.00,,,,
January 2001,108.00,,,,
February 2001,109.00,,,,
March 2001,112.00,,,,
April 2001,111.00,,,,
May 2001,111.00,,,,
June 2001,109.00,,,,
July 2001,107.00,,,,
August 2001,106.00,,,,
September 2001,106.00,,,,
October 2001,99.20,,,,
November 2001,96.40,,,,
December 2001,100.00,,,,
January 2002,102.00,,,,
February 2002,105.00,,,,
March 2002,105.00,,,,
April 2002,101.00,,,,
May 2002,99.50,,,,
June 2002,96.50,,,,
July 2002,95.20,,,,
August 2002,94.90,,,,
September 2002,92.40,,,,
October 2002,92.00,,,,
November 2002,91.90,,,,
December 2002,95.30,,,,
January 2003,96.80,,,,
February 2003,97.30,,,,
March 2003,97.00,,,,
April 2003,99.10,,,,
May 2003,100.00,,,,
June 2003,102.00,,,,
July 2003,100.00,,,,
August 2003,107.00,,,,
September 2003,109.00,,,,
October 2003,113.00,,,,
November 2003,112.00,,,,
December 2003,112.00,,,,
January 2004,110.00,,,,
February 2004,111.00,,,,
March 2004,115.00,,,,
April 2004,117.00,,,,
May 2004,121.00,,,,
June 2004,125.00,,,,
July 2004,130.00,,,,
August 2004,131.00,,,,
September 2004,128.00,,,,
October 2004,126.00,,,,
November 2004,123.00,,,,
December 2004,122.00,,,,
January 2005,125.00,,,,
February 2005,128.00,,,,
March 2005,135.00,,,,
April 2005,140.00,,,,
May 2005,141.00,,,,
June 2005,138.00,,,,
July 2005,132.00,,,,
August 2005,131.00,,,,
September 2005,133.00,,,,
October 2005,134.00,,,,
November 2005,133.00,,,,
December 2005,134.00,,,,
January 2006,141.00,,,,
February 2006,142.00,,,,
March 2006,138.00,,,,
April 2006,135.00,,,,
May 2006,132.00,,,,
June 2006,133.00,,,,
July 2006,136.00,,,,
August 2006,134.00,,,,
September 2006,135.00,,,,
October 2006,127.00,,,,
November 2006,118.00,,,,
December 2006,115.00,,,,
January 2007,115.00,,,,
February 2007,117.00,,,,
March 2007,124.00,,,,
April 2007,127.00,,,,
May 2007,126.00,,,,
June 2007,125.00,,,,
July 2007,127.00,,,,
August 2007,129.00,,,,
September 2007,127.00,,,,
October 2007,122.00,,,,
November 2007,119.00,,,,
December 2007,118.00,,,,
January 2008,117.00,,,,
February 2008,120.00,,,,
March 2008,119.00,,,,
April 2008,116.00,,,,
May 2008,119.00,,,,
June 2008,118.00,,,,
July 2008,115.00,,,,
August 2008,116.00,,,,
September 2008,113.00,,,,
October 2008,107.00,,,,
November 2008,106.00,,,,
December 2008,100.00,,,,
January 2009,106.00,,,,
February 2009,105.00,,,,
March 2009,107.00,,,,
April 2009,110.00,,,,
May 2009,112.00,,,,
June 2009,110.00,,,,
July 2009,110.00,,,,
August 2009,110.00,,,,
September 2009,107.00,,,,
October 2009,104.00,,,,
November 2009,105.00,,,,
December 2009,105.00,,,,
January 2010,109.00,,,,
February 2010,112.00,,,,
March 2010,115.00,,,,
April 2010,122.00,,,,
May 2010,122.00,,,,
June 2010,121.00,,,,
July 2010,120.00,,,,
August 2010,121.00,,,,
September 2010,117.00,,,,
October 2010,120.00,,,,
November 2010,124.00,,,,
December 2010,128.00,,,,
January 2011,136.00,,,,
February 2011,139.00,,,,
March 2011,148.00,,,,
April 2011,147.00,,,,
May 2011,137.00,,,,
June 2011,133.00,,,,
July 2011,138.00,,,,
August 2011,134.00,,,,
September 2011,132.00,,,,
October 2011,145.00,,,,
November 2011,153.00,,,,
December 2011,157.00,,,,
January 2012,169.00,,,,
February 2012,184.00,,,,
March 2012,184.00,,,,
April 2012,178.00,,,,
May 2012,176.00,,,,
June 2012,166.00,,,,
July 2012,144.00,,,,
August 2012,155.00,,,,
September 2012,162.00,,,,
October 2012,164.00,,,,
November 2012,161.00,,,,
December 2012,163.00,,,,
January 2013,168.00,,,,
February 2013,170.00,,,,
March 2013,163.00,,,,
April 2013,159.00,,,,
May 2013,157.00,,,,
June 2013,152.00,,,,
July 2013,162.00,,,,
August 2013,178.00,,,,
September 2013,200.00,,,,
October 2013,190.00,,,,
November 2013,192.00,,,,
December 2013,197.00,,,,
January 2014,208.00,,,,
February 2014,209.00,,,,
March 2014,216.00,,,,
April 2014,222.00,,,,
May 2014,229.00,,,,
June 2014,249.00,,,,
July 2014,257.00,,,,
August 2014,271.00,,,,
September 2014,279.00,,,,
October 2014,307.00,,,,
November 2014,305.00,,,,
December 2014,303.00,,,,
January 2015,288.00,,,,
February 2015,277.00,,,,
March 2015,216.00,,,,
April 2015,288.00,,,,
May 2015,288.00,,,,
June 2015,292.00,,,,
July 2015,275.00,,,,
August 2015,273.00,,,,
September 2015,241.00,,,,
October 2015,234.00,,,,
November 2015,217.00,,,,
December 2015,193.00,,,,
January 2016,196.00,,,,
February 2016,201.00,,,,
March 2016,199.00,,,,
April 2016,183.00,,,,
May 2016,173.00,,,,
June 2016,168.00,,,,
July 2016,145.00,,,,
August 2016,158.00,,,,
September 2016,142.00,,,,
October 2016,134.00,,,,
November 2016,144.00,,,,
December 2016,148.00,,,,
January 2017,154.00,,,,
February 2017,151.00,,,,
March 2017,161.00,,,,
April 2017,166.00,,,,
May 2017,171.00,,,,
June 2017,172.00,,,,
July 2017,160.00,,,,
August 2017,163.00,,,,
September 2017,173.00,,,,
October 2017,177.00,,,,
November 2017,177.00,,,,
December 2017,174.00,,,,
January 2018,174.00,,,,
February 2018,180.00,,,,
March 2018,175.00,,,,
